,blog
10,
11,
12,
13,
14,
15,
16,
17,"After the ferry took us to Twin Harbors, Grace and I had dinner at a cafe: hot chocolate, clam chowder, burgers, and fries. It's beginning to be a chore to eat enough to keep us fed and going. My jaw is getting tired. We had a happy reunion with Karin at the campsite and all slept like rocks. (Karin and I were dosed up on Thera Flu)."
18,
19,
20,
21,
22,
23,
24,
25,"Top ten Touring Songs (or songs I sing out loud to keep myself going over those hills)
Here We Go Again (by C and C Music Factory)
Country Roads, Take Me Home (John Denver)
Sweet Child O' Mine (Guns n Roses)
Here I Go Again On My Own (Jesus Jones?)
On the Road Again (Willie Nelson)
and all of the lullabyes my mom sang to me when I was little:
Somewhere Over The Rainbow (The Wizard of Oz)
Sunrise, Sunset (Fiddler on the Roof)
Adelweiss (Sound of Music)
Tu Ra Lu Ra (Irish Lullaby)"
26,
27,
28,
29,"Graham and I had been planning rides together for some time but circumstances never quite panned out.  When Graham emailed me suggesting this ride- instantly- yes! In retrospect we were  probably overambitious in our distances planned for summer but no problems- weather was great with cloud most of the time and spots of rain for airconditioning!! My family took me to Killarney late Saturday afternoon to meet up with Graham- first stop on the  way into the mountains was Browns Falls where his extended family was frolicking at the foot of  the falls.     Saturday night was spent at the old Falls school which has been made into a  campsite just past Queen Mary Falls- bbq, campfire and great fellowship. The visitors book was  a wonderful collection of prose, poetry, and art. This was my contribution- if I can read my rough draft in my log!! ""Twas in a wet and rainy January Early in 2004 Two intrepid cyclists Graham and Dave Passed through these wondrous doors. Fresh and eager Experience meagre Keen as mustard Riding till they busted. Queen Mary to Warwick Then to Gatton Will they make Ipswich  For that banner of satin? Packet fish and cheap pasta Bike pants make 'em go faster Trail mix and tools Organisation Rules! Family supporters too Shared these wondrous quarters Camp fires and waterfalls  Such pleasures never pall. So under leaden skies All there ready for sunrise Final preparations are made And fond farewells are traded. So if about this ride u wish for more Read the stories...see the pics...be informed Type http://www.crazyguyonabike.com/doc/QMFallsIpswich on your 'puter Read our journal- cyber scooter!! So panniers on bikes Pull on the Nikes Adrenalin's flowin' Hey we're going' !!!   "
30,"  Despite an early rise we didnt get away until 7.30 pm- as I always i'm sluggish! Low cloud and spotting rain seemed to add to the mystique of the mountains as we revelled in the scenery and the tinkling of the bell birds. We had to bypass Queen Mary Falls to save time but here is a pic- great spot.     Our first stop was a quick detour to the viewing platform for Daggs Falls.    Then we started the descent out of the mountains. Wonderful feeling sweeping  around the curves at up to 50 odd ks/hr all the time with one eye looking out the widening  valley to the farms in the distance.      Killarney has wonderful old buildings and the infant Condamine River passes by the town on its way to the sea in South Australia. The butter factory which gave the town so much employment closed  in 1974 but the Co-Op which sold the dairy farmers supplies is still flourishing. Graham visited his grandparents in Killarney regularly as a youngster and before that his mother travelled to Warwick daily on the railmotor for  High School- no mean feat for a young lady in those days.    Graham located the embankment of the old railway which closed in 1964 and we followed it as much as possible to Tannymorel. On the edge of town was a well kept old church complete with small bell tower- opened ready for Sunday service. Seemed to be congregation of one when we took this pic- seconds after clicking the shutter an immaculately dressed old gent popped his head out of the porch and stared disbelievingly at the scruffy cyclists in his churchyard.     All that is left of the railway yard is the bagged grain shed; and another shed we suspect may have been a goods shed. A spur line ran four kilometres from here to the Mt Colliery  coalmine. In its time i guess this would have been quite a busy railway yard.    By the time we reached Emuvale I was desperately needing a pit stop- and nary a public loo  in sight. I was impressed watching an old stockman tending a small mob of cattle feeding in the ""long paddock""- by the time I had finished searching for loos he had retired to the shade of some trees and dismounted. Bother. Moral of the story- seize the photographic moment- to hell with the discomfort!!      Yangan was a welcome sight- public toilets!! It was also a photographer's paradise. Wonderful  late 19th century buildings- Masonic Lodge set high above a long flight of steps (""Lodge of the  Long Steps""); the School of Arts; store and others. Later I saw photos of this main street in earlier times full of angle parked horse drawn wagons loaded high with bagged grain waiting to unload at the railway.      The park is built on the site on the old railway station, and near the store a massive bagged grain storage shed testifies again to the importance of grain growing in years gone by. In front of the store a rocking chair provided welcome relief for two cyclists. After a welcome lunch break in the park we set sail for for historic Swan Creek just off the  main road. A school, former old inn, former church and cemetery all spoke of a flourishing community in the 1880's.     It was interesting to note that that the headstones were leaning at all angles from the large soil movements of the black soil.   Shortly after Swan Creek we reached the former siding of The  Hermitage. An agricultural research station was established here in the 1890's to assist the inexperienced new settlers flooding to the area. Graham and I thoroughly enjoyed perusing a wonderful display of historical photos and  audio-visuals in a roadside pavilion at the front of the research station.     Along this stretch  of the route we noticed the old railway embankment ran parallel to the road. We arrived in Warwick quite quickly- I hadn't realised how close The Hermitage was to Warwick.   After a quick cup of coffee and unloading our panniers at Graham's brothers place  we headed for the historic railway station. In one corner of the railway yards we were delighted to find the Southern Downs Steam ??? had an impressive display of railway memorabilia and workshop areas where a C17 loco and tender and timber carriages were being restored. From here we made our way across town to Lachlan and Pattie- our second sons second parents where he boarded in 1994 while completing a prevoc course  at the TAFE. Time was starting to beat us and we bolted back to Barry's place- well bolted  as  quickly as we could over 12 ks! After a very perfunctory shower we donned our spray jackets  and headed out in the drizzle again for church- made it in time for the sermon!! It was really a packed afternoon bit a good one!!     "
31,"       Allora is a historic town sitting beside the highway and like so many in its early days relied heavily on dairying.         From here we headed for Clifton- the interesting part was knowing where to find the shortcut to take us to the highway because Clifton is well off the highway.     After a couple of bum steers we finally found ourselves at the Spring Creek Caravan Park where we topped up our water bottles and were very kindly given cold drinks. From here it was a few kilomtres along the highway until we reached the Gatton  turn down the Maa Maa Creek Rd.  Here the countryside really opened out to undulating farmland with longggggg hills- sometimes kilometres in low gear hauling up the far side. Pilton Hall we stopped for lunch and water- and  promptly fell asleep on the pavers!! We woke up with a start at 3pm and still many more kilometres to ride.    Below- Graham actually facing the wrong way- the descent is to the left!!    I was starting to develop an allergic reactions to hills- when suddenly we found ourselves on the edge of the Great Dividing Range- and down we went. Not sure of the exact distance covered in this last stretch but we would wind around bends for a while, and then down a gentle straight for a while, and then repeat the process. Perhaps 30 kilometres of beautiful scenery  and riding in the evening as we wended our way out the valley towards Gatton. Early in the ride down we saw the Heifer Creek rest area set deep in the scrub- very inviting but it would  still leave too much distance for the next day. Also didn't seem to be any water- crucial  when you are carrying very few litres.    Below- Not traffic lights- cattle lights!! When cattle crossed the road at the the dairy up ahead this and another set of lights around this blind corner could be activated to warn motorists.     Below- a typical country hall- this one in immaculate condition- event the windows gleamed. Note the ""no camping"" sign- we thought it would have been a great camping spot!!     We finally reached Maa Maa Creek store at 6pm- yes still open!! and we wasted no time in cracking open a huge Coke each and scoffing an icecream. We had planned to camp in a rest area but I couldn't really see anything suitable (Graham did hear of someone else later who did find a rest area to camp in!) We finally rode a few more kilometres to the Tent Hill Caravan Park.  7pm- 100.11 ks by time we reached out tent site- my first metric century- riding time of 6 hrs 8 mins and an average speed of 16.2 kms/hr. The tent area had no camp kitchen to speak of- just a picnic shelter shed- but it was adequate. Also found I'd left tent poles behind- duhhh- strung tent between a tree and the shelter shed. After that distance we certainly slept well!!   "
32,"   Graham remembered a road which followed the railway line to Forest Hill- literally- and it was a very pleasant ride.       From there we trekked  to Laidley and sampled an excellent cake shop in the main street. On the way out we spotted Das Neumann House- luckily it had just opened.     To reach Grandchester we had to crawl over a doozy mountain range- some call it the Grandchester Range others consider it the end of the Little Liverpool Range. Either way it seemed to go and on and up and up- and I pushed  a fair part of it. Just didnt have what it took to keep riding. The railway line passes under in a tunnel- I'm not surprised. The tunnel would have been a major engineering feat in its time.      Grandchester Railway Station is very historic- it was the terminus of the first railway from Ipswich in the 1860's. Again it was a shock to be on the platform of a busy railway line- and not a soul in sight. While we were there a patrol car set up with bogies so it could run on a railway line came in from the Toowoomba side and crossed with an empty double header coal train heading back to Acland or  Macalister. Grandchester is also interesting because a sawmill there still uses a stationary steam engine powered with steam from an old C17 railway loco.       Postscript May 6 2007- this wonderful old sawmill burnt to the ground last night. From the Courier Mail May 7 2007  ""A SMALL Queensland town is mourning the loss of its iconic sawmill - the last in Australia powered by a flat-belt steam engine. The heritage-listed mill, built in 1945, was destroyed by fire early yesterday morning. ""It's like losing one of my kids,"" said World War II veteran Roland Gillam, who built the mill in Grandchester, 76km west of Brisbane, and still worked there every day. ""I put my life in to that mill and I loved every nut and bolt in it. To see it end up like this, I tell you, it's hard."" His son, Jake, took over running the mill a few years ago. ""It's not real good,"" he said. ""I'm still very emotional."" The mill was listed by the National Trust but insurers had refused to cover it. Jake Gillam said he did not have the money to rebuild and, like his three employees, would have to look for another job. ""It's gone and it's going to be a loss to the whole town,"" he said. Long-serving mill employee Bradley Knack was one of many locals yesterday having trouble coming to terms with the loss of the mill. Also a volunteer firefighter, Mr Knack was one of the first at the scene of the fire. ""The place was one big blaze,"" he said. ""I just couldn't believe it."" Grandchester publican Paul Robinson said the town had lost a piece of its history. ""It was an icon and this is devastating for the local community,"" he said."" http://www.grandchestersawmill.com.au/index.htm      Rosewood was a welcome if late lunch stop and it was great to stop in the picnic area to cook  up a large pot of pasta. Three cheers for pasta mixes- cyclists salvation!! I sent an SMS from here to the family in Ipswich to tell them we were doing well . Walloon was soon reached and  I rang the family to tell them we would not need a pick up from the edge of town. The traffic  coming through Wulkuraka on the One Mile Side of Ipswich was quite moderate and it really did feel better to ride all the way in under our own steam. We crossed the main road at the One Mile traffic lights using the pedestrian crossing- I just  didnt want to negotiate that volume of traffic on a loaded touring bike. We arrived at the  in-law's at East Ipswich about 4pm- 260 ks approximately and 3 days after leaving Queen Mary Falls. A most enjoyable ride.
"
33,"In hindsight we possibly could have had problems with the planned distances if it had been full-on summer weather. As it was with cloud cover and even ocassional rain spots it was very pleasant riding. Graham planned the route and I loved it. One idea which had been mooted was Toowomba to Warwick via the roads along the railway line which would have taken us through towns like Nobby. Day 2 would have been Warwick to Queen Mary Falls (same as the day 1 we rode except in reverse) and day 3 Queen Mary over The Head (headwaters of the Condamine River)to Boonah. This time we crossed the Great Divide on the Maa Maa Creek Road further north. I have seen The Head from Carrs Lookout near Queen Mary Falls several times- it draws me like a magnet- and I am going to ride over it one day soon. Another possibility which interests Graham (and now has me intrigued too)- some maps show a track from Goomburra State Forest (next valley north of Cunninghams Gap) which I think runs down into the Townson-Mulgowie area. Whether it could be negotiated on a pushbike remains to be seen. Some research needed into a tantalising question. Accomodation worked out fine- first night we used an excellent small camp at Queen Mary Falls which was fully equipped- second night was at Graham's brothers place in Warwick- always handy when you have contacts- third night we used a caravan park but a bush camp somewhere would probably have been better. Access to water is often a problem bush camping because you carry so little on a bike. I was excited to have a riding companion to share the experience with- and Graham's brain works better than mine anyway!! So much of my riding is solo and only cyclists are lonely cyclists. Graham was a great riding companion- I think he is happy to ride with me again- most people find me very irritating after the first couple of hours- maybe that is why I have to ride on my own so much!! Roll on Darling Downs- we'll be back!!
"
34,"   While I was pregnant last summer I was anxious to get out and do an overnight backpacking trip or smaller scale cycle tour, but my loving husband was worried about me tripping and falling, or getting in an accident while pregnant.  He used to tell me that I was carrying precious cargo.  So, the summer came and went and we didn't do anything.    This year we moved house and we had a cruiser (crawling infant) on our hands.  Prior to having a baby, Scott and I always said that we wouldn't let it slow us down; we sounded confident when we stated that we would take our little one along with us and that we would continue to have great adventures, but the reality of the situation is that having an infant has slowed us down.  Even just thinking about getting organized to go would make us tired as we listed off all the extra items that we would have to pack.  All of a sudden traveling in the mini-van sounded much easier.    Nonetheless, my desire to got out and do something with my summer was burning.  My motivation was enhanced by the fact that I am going back to university in September and will be attending school for the next 2 years, going straight through the summer term.  I felt that if we didn't do it this summer, it would be a couple of years before we got out again.  In addition, all of those brave and naive proclamations that having a child wouldn't slow us down were ringing loud in my ears and I figured that the longer we waited to get out there, the harder it would be to ever get motivated.  I realized that a cycle tour would be easier than backpacking as we wouldn't have to carry dirty diapers around with us and we could tow our daughter in a trailer rather than carry her on our backs in place of a second backpack, so we bought a secondhand trailer and then took a few test rides around town.   Any immediate adventures were put on hold by a move to Edmonton, Alberta from Vancouver.  As we proceeded to get settled into our new home, the summer seemed to be slipping away from us and if we weren't careful, September would arrive and we would have been adventure-less for another summer.  We thought about possible trip destinations and decided that the renowned Banff - Jasper Icefields Parkway would be suitable for our maiden family cycle tour.  Initially we wanted to make the tour into a loop trip, leaving from home, heading south-west to Banff, up the parkway, and then east back to Edmonton from Jasper, but with our other obligations time became an issue and the logistics of touring through an unknown area with an infant eventually trimmed the trip down into a one way journey along the Parkway.   Even with the shorter trip in mind, there still seemed to be many obstacles to us getting moving.  My husband had a number of things that needed taking care of before September so he began to waiver on taking the trip at all.  Steadied in my determination to do something with our summer I informed Scott that while I would really like to do the trip as a family I had decided that I would do it with our daughter even if Scott couldn't join us.  Sure enough, my demonstrated determination was all that was really needed to get us moving and out on the road.   Ten days later, we were leaving Canmore (the town outside of Banff National Park boundary) embarking on our 5-day cycle adventure.   I have shared this part of my story with you for a number of reasons.  In addition to giving you a little background on us and our motivation for doing this particular trip, I want to address the issue excuses.  I have met too many people who talk about wanting to do things and then complaining that they don't happen for one reason or another.  Many of these people assert that they are frustrated by their partner's lack of motivation to ""do"" these things, and other people say that life's other things always seem to come up.  Well, I have recently dealt with both of these issues.  To those who are waiting for their partners, I say, ""Don't wait.""  Plan the trip by yourself; expect to go by yourself, and more often than not, you will be pleasantly surprised when you partner decides to join you.  To those who complain that life's commitments get in the way of living, I say, make the living a priority.  When we were preparing to do the 5-month Pacific Crest Trail backpacking trip, we often got asked how we found the time, money or whatever.  Our answer was always the same:  we made doing the trip a priority so not going out for dinner, or quitting the job, weren't big issues.  The only issue that concerned us was going on the trip.  Now, obviously, I am not suggesting that people quit their job to go on a week cycle tour, but hey, if your dream is important enough to you and you make it a priority, the other things in life no longer seem quite so important. So, that's it.  I will climb off my soapbox now and let you read on in our journal.
"
35,"We haven't started our cycling yet.  We're car camping tonight, west of Banff, in Yoho National Park.  But I'm getting ahead of myself. We left Edmonton at 8:30 AM.  We drove straight down to Calgary, stopping only for breakfast at Denny's and gasoline.  We took the main highway ""Calgary Trail"" and found ourselves in that large city after about 4 hours.  The weather has been rainy lately and true to form, we encountered showers on our way down.  It's supposed to clear up and be nice for the remainder of the week.  As we made our way through congested Calgary streets, we felt good about choosing Edmonton (University of Alberta) over Calgary (University of Calgary).  We only saw a small part of Calgary (and just happened to drive right by the University of Calgary) we thought it felt like a much bigger, congested and busier city than Edmonton.  Edmonton, with a million souls in the greater metropolitan area, has a nice, small-town feel.  We've liked it so far. Having made it through Calgary, we drove through Canmore and then into Banff, following the Trans-Canada Highway 1.  We weren't stopping in Banff, oddly enough, as our first objective was Golden, B.C. (We have to reinstate insurance on our BC-plated Honda Accord, which we're getting out of storage, in California, later this month.  It's a long story, so we'll save you the convoluted details.  Suffice it to say, we weren't excited about having to go to Golden BEFORE we could begin our Banff-Jasper cycling adventure, but we had to.)  We drove  through Banff National Park, past the namesake townsite and up past beautiful Lake Louise.  As we entered into Yoho National Park, around 2:30 PM, we felt like our driving day was never going to end.  Alex was in her car seat in the back, being her incredibly tolerant self, as usual, but even so, 6 hrs in the car seat was getting to be a bit much.  The one good thing about the car ride was that we saw two or three deer and, as we were driving through Yoho National Park, we saw a black bear off the side of the highway. Finally we arrived in Golden and located the insurance agent just after 3:00 PM.  Scott was able to take care of business and Alex was unbuckled from the confines of her car seat.  We spent a little bit of time in town, before we decided to hunt out a campsite.  We walked down the main drag, which is very tiny, stopping at a market to feed Alex a bottle. After the feed, Alex had a good laugh when Scott picked some dandelions and blew the seeds, sending tiny parachutes skyward.  She giggled and giggled as she watched them disperse.  Alex was having fun and her tummy was full, but now the day was getting on.  Rather than try to make the two hour drive back to Canmore, in Alberta, we decided to seek out something closer.  We walked to the Visitor's information center to inquire about nearby camping and were told about three.  One we had seen from the highway, on the drive into town, an R.V. Park (yuck), the second was a municipal campground right in town, on the banks of the river, but it was across from the train tracks (and the train run through the night - noisy), and the third site was 13 miles south of town - reportedly very quiet and secluded - so we decided to give it a try.   After a long winding drive, much of it on a dirt road, we were disappointed with what we saw.  The campground was poorly developed, unlevel, rocky and it lacked any picturesque qualities.  It looked like it had been hacked out of someone's back yard, because the main building in front was a private residence.  Rather than stay there for $15, we figured we'd head back toward Banff, which would put us closer to our starting point for the morning and stop at a campground in Yoho National Park. After a 15 mile drive back to Yoho National Park, we soon passed by Hoodoos Campground.  We pulled in to see if there were any sites available, but the campground was closed for redevelopment and only the overflow spot (a dirt parking lot) was open.  Back out onto the road AGAIN, this time 20 or more miles further we came across Kicking Horse Campground.  We pulled in and there wasn't an attendant in the toll booth, but there was a note listing the sites that were still available as of 5:30 PM.  It also noted that there wasn't any running water in the campground, so the fees had been reduced.   We drove in and found an open grassy area with numerous sites around it. Normally, we would have opted for a more private, treed site, but as were are now traveling with a ""cruiser"" (crawling, but not yet walking, infant) we thought that the grassy area would suit her better.  Scott dropped Rachel and 'the Oop' off at our selected site, so Rachel could set up the tent and make camp, while he drove a kilometer down the road to get water at the sister campground (Monarch).  The water there came from a shallow, hand-pumped well.  There was a sign there, indicating it wasn't potable and had to be boiled.  Darn, we thought about taking some of our leftover PCT water purification chemicals (chlorine dioxide), but decided against it at the last minute.  Now we were going to have to boil water, a tedious process that consumes stove fuel, but with Alex, we figured that we'd better NOT take the chance of an intestinal problem. As we got the camp established, Alex had great fun crawling in and out of the tent and all around the grassy camp spot.  The campground had a playground area, replete with infant swings and (since the Oop LOVES to swing) Rachel took her over for a short swing, while Scott was fixing dinner and purifying water.  By 7:45 PM it was time for the last formula bottle of the day, a quick brush across FIVE new ""toofies"" and then off to ""bed"". We put her in the tent and Rachel laid with her for a while, but Alex wanted none of it.  Although she's used to an 8:00 PM bedtime, at home, and rarely goes down with a fuss, it was just too EXCITING around camp - this new environment!  Her curiosity was stronger than her desire to sleep and, perhaps, being cooped up in the carseat all day didn't help either. Rachel gave up trying to soothe her and left her in the zipped-up tent to tire herself out.  At first, she crawled all around the inside of the tent, looking for a way out.  When she couldn't fine one, she started to cry. We were thankful for the noise of the nearby river so that the other campers wouldn't have to listen to her crying, but even so, it was unnerving.  We let her cry herself out and after about 10 minutes, she fell asleep, with her thumb in her mouth.  Forty-five minutes later, she woke up and started to cry again. We are sitting at the picnic table, listening to her cry, while we try to enjoy the last 40 minutes of daylight.  We are both nervous and excited about our cycling adventure tomorrow.  We talked about what it will be like, cycling with Alex and how different it will be compared to our last cycling adventure - our 2002 trip from Vancouver to San Francisco and beyond.  As the light slowly faded, we watched the sun set on the mountain peaks above the campground and remarked that this will be the first night that we've slept in the tent since that cycle trip, nearly two years ago.  We spent over 6 months of nights in that tent in 2002: 5 months hiking the Pacific Crest Trail, from Mexico to Canada, and 1 month cycling from Vancouver to San Francisco.  Then, there was only two of us in the tent.  Now there's three!  (Well, two and a third, maybe). Hopefully, we won't smother the Oop!  We wonder if she snores?
"
